date,CAD,BRL
2003-11-26,1.3044999837875366,2.944999933242798
2003-11-28,1.2972999811172485,2.944999933242798
2003-12-01,1.302299976348877,2.93149995803833
2003-12-02,1.298799991607666,2.930000066757202
2003-12-03,1.2999999523162842,2.930999994277954
2003-12-04,1.3125,2.943000078201294
2003-12-05,1.3044999837875366,2.940000057220459
2003-12-08,1.2967000007629395,2.944999933242798
2003-12-09,1.3092000484466553,2.935499906539917
2003-12-10,1.307800054550171,2.944999933242798
2003-12-11,1.3272000551223755,2.944999933242798
2003-12-12,1.315000057220459,2.944000005722046
2003-12-15,1.3128999471664429,2.921999931335449
2003-12-16,1.31850004196167,2.9375
2003-12-17,1.3250000476837158,2.936000108718872
2003-12-18,1.3294999599456787,2.933000087738037
2003-12-19,1.340499997138977,2.930000066757202
2003-12-22,1.3320000171661377,2.924999952316284
2003-12-23,1.3243999481201172,2.9100000858306885
2003-12-24,1.3108999729156494,2.9140000343322754
2003-12-26,1.3066999912261963,2.9000000953674316
2003-12-29,1.3102999925613403,2.869999885559082
2003-12-30,1.3035999536514282,2.8989999294281006
2003-12-31,1.2922999858856201,2.8949999809265137
2004-01-02,1.2899999618530273,2.884000062942505
2004-01-05,1.2803000211715698,2.8580000400543213
2004-01-06,1.2824000120162964,2.8575000762939453
2004-01-07,1.2884000539779663,2.86899995803833
2004-01-08,1.2790000438690186,2.8499999046325684
2004-01-09,1.2690000534057617,2.8450000286102295
2004-01-12,1.2734999656677246,2.806999921798706
2004-01-13,1.2728999853134155,2.809999942779541
2004-01-14,1.2865999937057495,2.821500062942505
2004-01-15,1.2990000247955322,2.809999942779541
2004-01-16,1.2975000143051147,2.825000047683716
2004-01-20,1.2861000299453735,2.8380000591278076
2004-01-21,1.301800012588501,2.8459999561309814
2004-01-22,1.2970000505447388,2.8440001010894775
2004-01-23,1.3114999532699585,2.8440001010894775
2004-01-26,1.312999963760376,2.8429999351501465
2004-01-27,1.304800033569336,2.865000009536743
2004-01-28,1.3217999935150146,2.880000114440918
2004-01-29,1.3339999914169312,2.944999933242798
2004-01-30,1.3265000581741333,2.9240000247955322
2004-02-02,1.3385000228881836,2.952500104904175
2004-02-03,1.337399959564209,2.927999973297119
2004-02-04,1.3329999446868896,2.9100000858306885
2004-02-05,1.3317999839782715,2.931999921798706
2004-02-06,1.329699993133545,2.941999912261963
2004-02-09,1.330399990081787,2.931999921798706
2004-02-10,1.3288999795913696,2.9170000553131104
2004-02-11,1.3178000450134277,2.9189999103546143
2004-02-12,1.3187999725341797,2.9040000438690186
2004-02-13,1.3148000240325928,2.9200000762939453
2004-02-17,1.3107999563217163,2.9119999408721924
2004-02-18,1.3181999921798706,2.936000108718872
2004-02-19,1.3282999992370605,2.9489998817443848
2004-02-20,1.3442000150680542,2.9719998836517334
2004-02-23,1.336300015449524,2.9619998931884766
2004-02-24,1.3282999992370605,2.9625000953674316
2004-02-25,1.3370000123977661,2.943000078201294
2004-02-26,1.3432999849319458,2.942500114440918
2004-02-27,1.340499997138977,2.9149999618530273
2004-03-01,1.3394999504089355,2.890500068664551
2004-03-02,1.3437000513076782,2.9070000648498535
2004-03-03,1.3480000495910645,2.881999969482422
2004-03-04,1.3325999975204468,2.8924999237060547
2004-03-05,1.319100022315979,2.877000093460083
2004-03-08,1.3235000371932983,2.882499933242798
2004-03-09,1.3187999725341797,2.868000030517578
2004-03-10,1.3274999856948853,2.890000104904175
2004-03-11,1.3228000402450562,2.9100000858306885
2004-03-12,1.3385000228881836,2.9059998989105225
